1	N	45
1	J	46
0	J	46
1	R	46
2	N	46
2	J	47
1	W	47
2	R	47
3	N	64
3	J	65
2	E	70
1	J	70
3	R	70
1	R	77
4	N	77
4	J	77
1	W	78
4	R	78
5	N	114
5	J	115
4	W	115
5	R	115
4	J	117
5	E	118
4	R	118
4	W	124
0	R	124
4	J	357
4	R	357
4	W	357
0	R	357
4	J	417
4	R	417
4	W	417
0	R	417
4	J	426
4	R	426
4	W	426
0	R	426
4	J	477
4	R	477
4	W	483
0	R	483
4	J	597
4	R	597
6	N	598
6	J	599
4	J	599
6	R	599
7	N	602
7	J	603
8	N	603
8	J	604
9	N	604
9	J	605
10	N	605
10	J	606
11	N	606
11	J	607
6	W	607
11	R	607
11	J	632
10	R	632
10	J	657
9	R	657
9	J	682
8	R	682
8	J	707
7	R	707
7	J	732
11	R	732
11	J	757
10	R	757
10	J	782
9	R	782
9	J	807
8	R	807
8	J	832
7	R	832
7	J	857
4	R	857
4	W	857
11	R	857
11	J	882
10	R	882
10	J	907
9	R	907
9	J	932
8	R	932
8	J	957
7	R	957
7	J	982
11	R	982
11	J	1007
10	R	1007
10	J	1032
9	R	1032
9	J	1057
8	R	1057
8	J	1082
7	R	1082
7	J	1107
11	R	1107
11	J	1132
10	R	1132
9	R	1132
9	J	1157
8	R	1157
7	R	1157
7	J	1182
11	R	1182
11	J	1207
9	R	1207
9	J	1232
7	R	1232
10	J	1257
7	J	1257
10	R	1257
11	R	1257
8	J	1282
11	J	1282
8	R	1282
9	R	1282
9	J	1307
7	R	1307
7	J	1332
11	R	1332
11	J	1357
9	R	1357
10	J	1382
9	J	1382
10	R	1382
7	R	1382
8	J	1407
7	J	1407
8	R	1407
11	R	1407
11	J	1432
9	R	1432
9	J	1457
7	R	1457
7	J	1482
11	R	1482
10	J	1507
11	J	1507
10	R	1507
9	R	1507
8	J	1532
9	J	1532
8	R	1532
7	R	1532
7	J	1557
11	R	1557
11	J	1582
9	R	1582
9	J	1607
7	R	1607
10	J	1632
7	J	1632
10	R	1632
11	R	1632
8	J	1657
11	J	1657
8	R	1657
9	R	1657
9	J	1682
7	R	1682
7	J	1707
11	R	1707
11	J	1732
9	R	1732
10	J	1757
9	J	1757
10	R	1757
7	R	1757
8	J	1782
7	J	1782
8	R	1782
11	R	1782
11	J	1807
9	R	1807
9	J	1832
7	R	1832
7	J	1857
11	R	1857
10	J	1882
11	J	1882
10	R	1882
9	R	1882
8	J	1907
9	J	1907
8	R	1907
7	R	1907
7	J	1932
11	R	1932
11	J	1957
9	R	1957
9	J	1982
7	R	1982
10	J	2007
7	J	2007
10	R	2007
11	R	2007
8	J	2032
11	J	2032
8	R	2032
9	R	2032
9	J	2057
7	R	2057
7	J	2082
11	R	2082
11	J	2107
9	R	2107
10	J	2132
9	J	2132
10	R	2132
7	R	2132
8	J	2157
7	J	2157
8	R	2157
11	R	2157
11	J	2182
9	R	2182
9	J	2207
7	R	2207
7	J	2232
11	R	2232
10	J	2257
11	J	2257
10	R	2257
10	E	2257
6	J	2257
6	R	2258
8	J	2258
6	J	2258
8	R	2258
8	E	2258
6	R	2258
6	W	2259
9	R	2259
9	J	2284
7	R	2284
7	J	2309
11	R	2309
11	J	2334
9	R	2334
9	J	2359
7	R	2359
7	J	2384
11	R	2384
11	J	2409
9	R	2409
9	J	2434
7	R	2434
7	J	2459
11	R	2459
11	J	2484
9	R	2484
9	J	2509
7	R	2509
7	J	2534
11	R	2534
11	J	2559
9	R	2559
9	J	2584
7	R	2584
7	J	2609
11	R	2609
11	J	2634
9	R	2634
9	J	2659
7	R	2659
7	J	2684
11	R	2684
11	J	2709
9	R	2709
9	J	2734
7	R	2734
7	J	2759
11	R	2759
11	J	2784
9	R	2784
9	J	2809
7	R	2809
7	J	2834
11	R	2834
11	J	2859
9	R	2859
9	J	2884
7	R	2884
7	J	2909
11	R	2909
11	J	2934
9	R	2934
9	J	2959
7	R	2959
7	J	2984
11	R	2984
11	J	3009
9	R	3009
9	J	3034
7	R	3034
7	J	3059
11	R	3059
3	J	3084
11	J	3084
3	R	3084
