1	N	45
1	J	46
0	J	46
1	R	46
2	N	46
2	J	47
1	W	47
2	R	47
3	N	64
3	J	65
2	J	68
3	R	68
2	R	74
2	E	77
1	J	77
1	R	77
4	N	77
4	J	78
1	W	78
4	R	78
5	N	114
5	J	115
4	J	115
5	R	115
5	E	118
4	R	118
4	W	124
0	R	124
4	J	447
4	R	447
4	W	447
0	R	447
4	J	537
4	R	537
4	W	537
0	R	537
4	J	567
4	R	567
4	W	567
0	R	567
4	J	597
4	R	597
4	W	597
0	R	597
4	J	602
4	R	602
4	W	608
0	R	608
4	J	615
4	R	615
4	W	615
0	R	615
4	J	717
4	R	717
6	N	718
6	J	719
4	J	719
6	R	719
7	N	722
7	J	723
8	N	723
8	J	724
6	J	724
8	R	724
8	J	729
7	R	729
7	J	734
8	R	734
8	J	739
7	R	739
7	J	744
6	R	744
9	N	744
9	J	745
10	N	745
10	J	746
11	N	746
11	J	747
6	W	747
11	R	747
11	J	752
10	R	752
10	J	757
9	R	757
9	J	762
4	R	762
4	W	762
11	R	762
11	J	767
10	R	767
10	J	772
9	R	772
9	J	777
8	R	777
8	J	782
7	R	782
7	J	787
11	R	787
11	J	792
10	R	792
10	J	797
9	R	797
9	J	802
8	R	802
8	J	807
7	R	807
7	J	812
11	R	812
11	J	817
10	R	817
10	J	822
9	R	822
9	J	827
8	R	827
8	J	832
7	R	832
7	J	837
11	R	837
11	J	842
10	R	842
10	J	847
9	R	847
9	J	852
8	R	852
8	J	857
7	R	857
7	J	862
11	R	862
11	J	867
10	R	867
10	J	872
9	R	872
9	J	877
8	R	877
8	J	882
7	R	882
7	J	887
11	R	887
11	J	892
10	R	892
10	J	897
9	R	897
9	J	902
8	R	902
8	J	907
7	R	907
7	J	912
11	R	912
11	J	917
10	R	917
10	J	922
9	R	922
9	J	927
8	R	927
8	J	932
7	R	932
7	J	937
11	R	937
11	J	942
10	R	942
10	J	947
9	R	947
9	J	952
8	R	952
8	J	957
7	R	957
7	J	962
11	R	962
11	J	967
10	R	967
10	J	972
9	R	972
9	J	977
8	R	977
8	J	982
7	R	982
7	J	987
11	R	987
11	J	992
10	R	992
10	J	997
9	R	997
9	J	1002
8	R	1002
8	J	1007
7	R	1007
7	J	1012
11	R	1012
11	J	1017
10	R	1017
10	J	1022
9	R	1022
9	J	1027
8	R	1027
8	J	1032
7	R	1032
7	J	1037
11	R	1037
11	J	1042
10	R	1042
10	J	1047
9	R	1047
9	J	1052
8	R	1052
8	J	1057
7	R	1057
7	J	1062
11	R	1062
11	J	1067
10	R	1067
10	J	1072
9	R	1072
9	J	1077
8	R	1077
8	J	1082
7	R	1082
7	J	1087
11	R	1087
11	J	1092
10	R	1092
10	J	1097
9	R	1097
9	J	1102
8	R	1102
8	J	1107
7	R	1107
7	J	1112
11	R	1112
11	J	1117
10	R	1117
10	J	1122
9	R	1122
9	J	1127
8	R	1127
8	J	1132
7	R	1132
7	J	1137
11	R	1137
11	J	1142
10	R	1142
10	J	1147
9	R	1147
9	J	1152
8	R	1152
8	J	1157
7	R	1157
7	J	1162
11	R	1162
11	J	1167
10	R	1167
10	J	1172
9	R	1172
9	J	1177
8	R	1177
8	J	1182
7	R	1182
7	J	1187
11	R	1187
11	J	1192
10	R	1192
10	J	1197
9	R	1197
9	J	1202
8	R	1202
8	J	1207
7	R	1207
7	J	1212
11	R	1212
11	J	1217
10	R	1217
10	J	1222
9	R	1222
9	J	1227
8	R	1227
7	R	1227
7	J	1232
11	R	1232
11	J	1237
10	R	1237
9	R	1237
9	J	1242
7	R	1242
7	J	1247
11	R	1247
11	J	1252
9	R	1252
9	J	1257
7	R	1257
7	J	1262
11	R	1262
11	J	1267
9	R	1267
9	J	1272
7	R	1272
7	J	1277
11	R	1277
11	J	1282
9	R	1282
9	J	1287
7	R	1287
7	J	1292
11	R	1292
11	J	1297
9	R	1297
9	J	1302
7	R	1302
7	J	1307
11	R	1307
11	J	1312
9	R	1312
9	J	1317
7	R	1317
7	J	1322
11	R	1322
11	J	1327
9	R	1327
8	J	1332
9	J	1332
8	R	1332
7	R	1332
7	J	1337
11	R	1337
10	J	1342
11	J	1342
10	R	1342
9	R	1342
9	J	1347
7	R	1347
7	J	1352
11	R	1352
11	J	1357
9	R	1357
9	J	1362
7	R	1362
7	J	1367
11	R	1367
11	J	1372
9	R	1372
9	J	1377
7	R	1377
7	J	1382
11	R	1382
11	J	1387
9	R	1387
9	J	1392
7	R	1392
7	J	1397
11	R	1397
11	J	1402
9	R	1402
9	J	1407
7	R	1407
7	J	1412
11	R	1412
11	J	1417
9	R	1417
9	J	1422
7	R	1422
7	J	1427
11	R	1427
11	J	1432
9	R	1432
8	J	1437
9	J	1437
8	R	1437
7	R	1437
7	J	1442
